ID,Northern,Central
241,บ้าน หลัง นี้ เหมาะ ขนาด น่อ ผ่อ แล้ว มัน ตึง จุ้ม ตึง เย็น สี ท่า จะ แปง ขนาด ต่า,บ้าน หลัง นี้ สวย งาม มาก เห็น แล้ว ดู ชุ่ม เย็น ดี น่า จะ รา คา แพง มาก มาก เลย
242,ป้อ อุ๊ย ดี บ้าน ใต้ อา การ หนัก ละ เน่อ บ่า กิ๋น เข้า กิ๋น น้ำ ละ นอน แต้บ แซ้บ บ่ หือ บ่ อือ,ตา ดี บ้าน อยู่ ทาง ทิศ ใต้ อา การ หนัก แล้ว นะ ไม่ กิน ข้าว กิน น้ำ นอน แน่ นิ่ง ไม่ พูด ไม่ จา
243,ผะ ตี้ด ตี๋น ก๋า เปิ้น เจื้อ ว่า เอา ไว้ ใจ้ ต๋าม ปู๋ จา แม่ กา เผือก ต๋าม ต๋ำ นาน พระ เจ้า ห้า พระ องค์,ประ ทีป ตีน กา ท่าน เชื่อ ว่า เอา ไว้ จุด บูชา แม่ กา เผือก ตาม ตำ นาน พระ พุทธเจ้า ห้า พระ องค์
244,นก แก้ว ใผ หลุด มา เอา ตี้ บ้าน เฮา ได้ เน้อ เกียม ฮูป กับ หลัก ฐาน ยืน ยัน มา ตวย,นก แก้ว ใคร หลุด มา เอา ที่ บ้าน เรา ได้ นะ เตรียม รูป กับ หลัก ฐาน ยืน ยัน มา ด้วย
245,ของ ไขว่ ผี ปู่ ย่า ปี๋ นี้ เอา มอก ปอ ฮ้าย ปอ ดี กะ ปอ ละ น้อ เข้า ของ อะ หยัง ก็ แปง ขึ้น นัก เดียว ถ้า ถูก หวย ก้อย เลี้ยง เต๋ม ตี้ เอา,ของ เซ่น ไหว้ ผี ปู่ ย่า ปี นี้ เอา พอ ประ มาณ ก็ พอ นะ ข้าว ของ อะ ไร ก็ แพง ขึ้น เยอะ ไว้ ถูก หวย แล้ว ค่อย จัด เต็ม เอา
246,ขะ ใจ๋ ตื่น ไป ล้าง หน้า แม่ จะ ฟั่ง ไป วัด ตุ๊ หลวง รอ ถ้า ฉัน เข้า อยู่ หั้น ละ,รับ ตื่น ไป ล้าง หน้า แม่ จะ รีบ ไป วัด หลวง พ่อ ท่าน รอ ฉัน ข้าว อยู่ นั่น แล้ว
247,ตั๋ว ไป ก่อน เต้อะ เปิ้น ยัง ไป ต๋อน นี้ บ่ ได้ เตื้อ ฟั่ง วาด ฮูป กำ เดียว จะ บ่ ตัน ส่ง ลูก ก๊า,เธอ ไป ก่อน เถอะ ฉัน ยัง ไป ตอน นี้ ไม่ ได้ รีบ วาด รูป เดี๋ยว จะ ไม่ ทัน ส่ง ลูก ค้า
248,ไอ่ นิค หลาน แม่ อุ้ย เป็ง โดน ยับ ไป โฮง พัก ปู้น ย้อน ไป ตี๋ กั๋น ใน งาน ปอย หลวง ตะ คืน หนิ,ไอ้ นิค หลาน ยาย เป็ง โดน จับ ไป โรง พัก นู้น เพราะ ไป มี เรื่อง ทะเลาะ วิวาท ใน งาน ปอย หลวง เมื่อ คืน นี้
249,ก๋ำ ดี ดี ระ วัง ลืม คิง สวะ ขว้าง ไป เหีย เน้อ เดว เมื่อ แลง นี้ บ่ มี หยัง กิ๋น นา,ถือ ดี ดี ระ วัง ลืม ตัว เผลอ ทิ้ง ไป นะ เดี๋ยว ตอน เย็น นี้ ไม่ มี อะ ไร กิน นะ
250,ขะ แจ๋ บ้าน วาง ไว้ บน โต๊ะ เน้อ แม่ จะ ออก ไป เก็บ ก้า น้ำ ประ ปา หมู่ บ้าน ก่อน,กุญ แจ บ้าน วาง ไว้ บน โต๊ะ นะ แม่ จะ ออก ไป เก็บ ค่า น้ำ ประ ปา หมู่ บ้าน ก่อน
251,บ้าน อุ้ย ปั๋น เปิ้น มี สวน หมาก ไม้ จ้าด นัก มี ตึง บะ ลำ ไย บะ ม่วง บะ ก้วย เต้ด กล้วย บะ ตื๋น บะ ผาง บะ ก้วย ก๋า บะ ขาม หน่วย กระ ทก รก ชอบ เอา มา ปั๋น หื้อ จาว บ้าน กิ๋น,บ้าน ตา ปั๋น เขา มี สวน ผลไม้ เยอะ มาก มี ทั้ง ลำ ไย มะ ม่วง มะ ละ กอ กล้วย กระ ท้อน มะ ปราง ฝรั่ง มะ ขาม เสาวรส ชอบ เอา มา แบ่ง ปัน ให้ ชาว บ้าน
252,พูก ลุก เจ๊า เจ๊า เน้อ แม่ จะ ปา ไป ซื้อ ถุง ตี๋น กับ สาย ฮ้าง เปิ้น จะ เปิด เทอม คิง ยัง บ่ ดิ้น บ่ ต้วง หยัง ซัก อย่าง,วัน พรุ่ง ตื่น เช้า เช้า นะ แม่ จะ พา ไป ซื้อ ถุง เท้า กับ เข็ม ขัด เขา จะ เปิด เทอม ลูก ยัง ไม่ กระ ตือ รือ ร้น อะ ไร เลย
253,ตั๋ว ตั๋ว ตั๋ว ว่า เต่ว ผืน นี้ เปิง กับ เปิ้น ก่อ เปิ้น ใคร่ ได้ ขนาด เลย เอา ไว้ ใส่ ไป แอ่ว ปี๋ ใหม่,เธอ เธอ เธอ ว่า กาง เกง ผืน นี้ เหมาะ กับ เรา ไหม เรา อยาก ได้ มาก เลย กะ ว่า จะ เอา ไว้ ใส่ ไป เที่ยว ปี ใหม่
254,ก๋วย เตี๋ยว บ้าน ปี้ ออม ลำ ขนาด กิ๋น เกือบ ตึง วัน ตะ วา ก่อ กิ๋น วัน นี้ ก่อ กิ๋น,ก๋วย เตี๋ยว บ้าน พี่ ออม อร่อย มาก กิน เกือบ ทุก วัน เมื่อ วาน ก็ กิน วัน นี้ ก็ กิน
255,มา กาด วัน นี้ อี่ แม่ ฝาก ซื้อ เข้า แป้ง สอง ถุง จะ เอา ไป ห่อ เข้า หนม จ๊อก วัน พูก,มา ตลาด วัน นี้ แม่ ฝาก ซื้อ แป้ง สำ หรับ ทำ ขนม สอง ถุง จะ เอา ไป ทำ ขนม เทียน พรุ่ง นี้
256,ข้า ขอ บ่า อู้ เน้อ สอน หลาย เตื้อ ละ อู้ หลาย เตื้อ ละ บ่า ฟัง กะ ต๋าม แต่ เต้อะ เน้อ ค้าน อู้ ละ,ฉัน ขอ ไม่ พูด นะ สอน หลาย ครั้ง ละ พูด หลาย รอบ แล้ว ไม่ ฟัง ก็ ตาม ใจ เถอะ ขี้ เกียจ พูด ละ
257,ผ่อ ไป หน วัน ออก ฟ้า เป่ง ลึ้ง ผ่อ มา หน วัน ตก โคะ อะ หยัง ปะ ล้ำ ปะ เหลือ ตึง มืด ตึง ฟ้า ฮ้อง ฟ้า ผ่า,มอง ไป ทาง ตะ วัน ออก ฟ้า แจ้ง จาง ปาง มอง มา ทาง ตะ วัน ตก อื้อ หือ อะ ไร กัน ล่ะ นั่น ทั้ง มืด ทั้ง ฟ้า ร้อง ฟ้า ผ่า
258,แลง ตะ วา เขา จวน ไป กิ๋น ส้า เปิ้น ก่อ นึก ว่า ส้า จิ๊น บ่ะ ใจ้ สัก กำ เป๋น ส้า ผัก กาด ไป เหีย,เมื่อ เย็น วาน เขา ชวน ไป กิน ส้า ฉัน ก็ นึก ว่า จะ เป็น ส้า เนื้อ แต่ ไม่ ใช่ กลับ เป็น ส้า ผัก กาด ไป เสีย อย่าง นั้น
